Top_N,Precision,Recall,F1_Score
1,1.0,0.008620689655172414,0.017094017094017096
2,1.0,0.017241379310344827,0.03389830508474576
3,0.6666666666666666,0.017241379310344827,0.03361344537815126
4,0.5,0.017241379310344827,0.03333333333333333
5,0.4,0.017241379310344827,0.03305785123966942
6,0.3333333333333333,0.017241379310344827,0.03278688524590164
7,0.2857142857142857,0.017241379310344827,0.032520325203252036
8,0.25,0.017241379310344827,0.03225806451612903
9,0.2222222222222222,0.017241379310344827,0.032
10,0.2,0.017241379310344827,0.031746031746031744
11,0.18181818181818182,0.017241379310344827,0.031496062992125984
12,0.16666666666666666,0.017241379310344827,0.03125
13,0.15384615384615385,0.017241379310344827,0.031007751937984496
14,0.14285714285714285,0.017241379310344827,0.03076923076923077
15,0.13333333333333333,0.017241379310344827,0.030534351145038167
16,0.125,0.017241379310344827,0.0303030303030303
17,0.11764705882352941,0.017241379310344827,0.03007518796992481
18,0.1111111111111111,0.017241379310344827,0.029850746268656716
19,0.10526315789473684,0.017241379310344827,0.029629629629629627
20,0.15,0.02586206896551724,0.04411764705882353
21,0.14285714285714285,0.02586206896551724,0.043795620437956206
22,0.13636363636363635,0.02586206896551724,0.043478260869565216
23,0.13043478260869565,0.02586206896551724,0.043165467625899276
24,0.125,0.02586206896551724,0.04285714285714286
25,0.16,0.034482758620689655,0.056737588652482275
26,0.15384615384615385,0.034482758620689655,0.056338028169014086
27,0.14814814814814814,0.034482758620689655,0.05594405594405594
28,0.14285714285714285,0.034482758620689655,0.05555555555555555
29,0.13793103448275862,0.034482758620689655,0.05517241379310344
30,0.13333333333333333,0.034482758620689655,0.05479452054794521
31,0.12903225806451613,0.034482758620689655,0.05442176870748299
32,0.125,0.034482758620689655,0.05405405405405405
33,0.12121212121212122,0.034482758620689655,0.053691275167785234
34,0.11764705882352941,0.034482758620689655,0.05333333333333334
35,0.11428571428571428,0.034482758620689655,0.052980132450331126
36,0.1111111111111111,0.034482758620689655,0.05263157894736842
37,0.10810810810810811,0.034482758620689655,0.0522875816993464
38,0.10526315789473684,0.034482758620689655,0.051948051948051945
39,0.10256410256410256,0.034482758620689655,0.05161290322580646
40,0.125,0.04310344827586207,0.06410256410256411
41,0.12195121951219512,0.04310344827586207,0.06369426751592357
42,0.11904761904761904,0.04310344827586207,0.06329113924050633
43,0.11627906976744186,0.04310344827586207,0.06289308176100629
44,0.11363636363636363,0.04310344827586207,0.06250000000000001
45,0.1111111111111111,0.04310344827586207,0.062111801242236024
46,0.10869565217391304,0.04310344827586207,0.06172839506172839
47,0.10638297872340426,0.04310344827586207,0.061349693251533735
48,0.10416666666666667,0.04310344827586207,0.060975609756097573
49,0.10204081632653061,0.04310344827586207,0.060606060606060615
50,0.1,0.04310344827586207,0.06024096385542169
51,0.09803921568627451,0.04310344827586207,0.05988023952095808
52,0.09615384615384616,0.04310344827586207,0.05952380952380952
53,0.09433962264150944,0.04310344827586207,0.0591715976331361
54,0.09259259259259259,0.04310344827586207,0.05882352941176471
55,0.09090909090909091,0.04310344827586207,0.058479532163742694
56,0.08928571428571429,0.04310344827586207,0.05813953488372094
57,0.08771929824561403,0.04310344827586207,0.057803468208092484
58,0.10344827586206896,0.05172413793103448,0.06896551724137931
59,0.1016949152542373,0.05172413793103448,0.06857142857142857
60,0.1,0.05172413793103448,0.06818181818181818
61,0.09836065573770492,0.05172413793103448,0.06779661016949153
62,0.11290322580645161,0.0603448275862069,0.07865168539325844
63,0.1111111111111111,0.0603448275862069,0.0782122905027933
64,0.109375,0.0603448275862069,0.07777777777777778
65,0.1076923076923077,0.0603448275862069,0.07734806629834254
66,0.10606060606060606,0.0603448275862069,0.07692307692307693
67,0.1044776119402985,0.0603448275862069,0.07650273224043716
68,0.10294117647058823,0.0603448275862069,0.07608695652173912
69,0.10144927536231885,0.0603448275862069,0.07567567567567568
70,0.1,0.0603448275862069,0.07526881720430108
71,0.09859154929577464,0.0603448275862069,0.0748663101604278
72,0.09722222222222222,0.0603448275862069,0.07446808510638298
73,0.0958904109589041,0.0603448275862069,0.07407407407407407
74,0.0945945945945946,0.0603448275862069,0.07368421052631578
75,0.09333333333333334,0.0603448275862069,0.07329842931937174
76,0.09210526315789473,0.0603448275862069,0.07291666666666667
77,0.09090909090909091,0.0603448275862069,0.07253886010362694
78,0.08974358974358974,0.0603448275862069,0.07216494845360825
79,0.08860759493670886,0.0603448275862069,0.0717948717948718
80,0.0875,0.0603448275862069,0.07142857142857142
81,0.08641975308641975,0.0603448275862069,0.07106598984771574
82,0.08536585365853659,0.0603448275862069,0.07070707070707072
83,0.08433734939759036,0.0603448275862069,0.07035175879396985
84,0.08333333333333333,0.0603448275862069,0.07
85,0.08235294117647059,0.0603448275862069,0.06965174129353234
86,0.08139534883720931,0.0603448275862069,0.06930693069306931
87,0.08045977011494253,0.0603448275862069,0.06896551724137931
88,0.09090909090909091,0.06896551724137931,0.0784313725490196
89,0.0898876404494382,0.06896551724137931,0.07804878048780488
90,0.08888888888888889,0.06896551724137931,0.07766990291262137
91,0.0989010989010989,0.07758620689655173,0.08695652173913043
92,0.09782608695652174,0.07758620689655173,0.08653846153846154
93,0.0967741935483871,0.07758620689655173,0.08612440191387559
94,0.09574468085106383,0.07758620689655173,0.0857142857142857
95,0.09473684210526316,0.07758620689655173,0.08530805687203792
96,0.09375,0.07758620689655173,0.0849056603773585
97,0.09278350515463918,0.07758620689655173,0.08450704225352114
98,0.09183673469387756,0.07758620689655173,0.08411214953271028
99,0.09090909090909091,0.07758620689655173,0.08372093023255814
100,0.09,0.07758620689655173,0.08333333333333333
