Top_N,Precision,Recall,F1_Score,Patient_Count
1,0.25471698113207547,0.0654874213836478,0.10245582509733453,106
2,0.2358490566037736,0.13040955375861035,0.1570468839336764,106
3,0.2547169811320754,0.2098423588989627,0.21650683143468935,106
4,0.25707547169811323,0.2761421492553568,0.25146732198618993,106
5,0.26415094339622647,0.3472977755996624,0.2835632677387453,106
