Top_N,Precision,Recall,F1_Score,Patient_Count
1,0.125,0.033642399267399266,0.0488831481018981,64
2,0.1328125,0.08076541514041514,0.08736471861471862,64
3,0.11458333333333331,0.11848862942612944,0.0971214257259976,64
4,0.11328125,0.15577686202686203,0.1101193116013888,64
5,0.115625,0.19368608821733824,0.12200995679372229,64
