Gene	Frequency
FGGY	8
RASGRP2	8
FAM129B	8
WRN	8
SIGLEC9	8
ATP2A3	8
ZMYM2	8
BAIAP2L1	8
AKAP4	8
KLF3	8
DENND4A	8
ZC3H11A	8
OR10G7	8
PTH2R	8
ZNF174	8
PPEF1	8
KANK4	8
TPTE2	8
BMP2	8
KHDRBS2	8
PLAGL2	8
TYR	8
ZNF543	8
FMN1	8
SREBF1	8
C1orf101	8
SPTAN1	8
WDTC1	8
TMC3	8
TSPYL2	8
ADAM11	8
KCNA6	8
ELL	8
RANBP9	8
TXNRD1	8
UBE3C	8
FAM71A	8
SIX5	8
AK7	8
ZNF583	8
TMEM2	8
ANKRD28	8
TLN2	8
ABCA3	8
CPXM1	8
ZNF384	8
ZNF329	8
DZIP3	8
COL8A1	8
SLC38A8	8
TMTC4	8
SLC22A14	8
OTC	8
RBM47	8
OR4Q3	8
GALNT2	8
PDGFD	8
NLRC4	8
DSEL	8
VWCE	8
PLCZ1	8
LRIG3	8
AGBL4	8
SPATA20	8
DUSP27	8
OSR2	8
EVI5L	8
CD22	8
ADARB2	8
F5	8
ENC1	8
SLC25A10	8
DIS3L2	8
PALMD	8
MAGEA12	8
ERBB2IP	8
SLC6A17	8
FAM65C	8
ERCC4	8
ASXL3	8
ANAPC2	8
ZNF416	8
PCDHGA2	8
FRS3	8
UBN2	8
KIFC1	8
DYRK3	8
AKT3	8
VIPR2	8
ATP11B	8
TTC3	8
CCDC85A	8
POM121	8
PPP3CA	8
PYGO2	8
FAM188B	8
TRIM54	8
TMEM104	8
EEF2	8
FAM114A1	8
TMPRSS11A	8
F9	8
G6PD	8
GAD2	8
ACSBG1	7
MATN4	7
POTEH	7
MAX	7
CEP97	7
ELF3	7
FSCN3	7
RBM25	7
WAC	7
DLEC1	7
ZNF699	7
PIK3AP1	7
ACOX3	7
EIF4B	7
SOX11	7
ZNF280D	7
MAT2B	7
CD248	7
CHEK2	7
ALOXE3	7
MED15	7
PHF12	7
CCR7	7
MED26	7
SOX13	7
GLRA3	7
CARD9	7
SLC1A3	7
MGAT5B	7
KCNK7	7
ALPK1	7
OR5R1	7
IKZF4	7
TSPYL6	7
DES	7
KLF4	7
RAB34	7
AAK1	7
PPP2R3A	7
SPEM1	7
TLX2	7
POLA1	7
UMODL1	7
ITGB1	7
YTHDF3	7
MORC1	7
QSER1	7
EML4	7
AGGF1	7
STK4	7
TULP1	7
NAGK	7
ZNF134	7
OR4C13	7
MYO1A	7
CDK1	7
TAF4B	7
USP53	7
LIMK2	7
GJA3	7
TSPYL5	7
ZNF524	7
RBMS3	7
IDE	7
GARNL3	7
BEND5	7
ZNF30	7
PAPOLG	7
CNOT4	7
CLPB	7
SERPINA10	7
CYLD	7
TNPO2	7
SKIV2L	7
ACTN1	7
TAB3	7
DDX46	7
B3GAT1	7
KIF17	7
SORBS1	7
FGD4	7
TBX2	7
STK25	7
C17orf53	7
ANAPC1	7
MYO5A	7
MAP1A	7
PEX1	7
CD163L1	7
EIF2AK3	7
SCN4A	7
OR2T6	7
ZNF443	7
PAFAH2	7
OR8H1	7
ADCK2	7
CALCR	7
SPATA5	7
ROPN1B	7
EIF5B	7
INPP5A	7
GRB10	7
POU3F3	7
FPGT	7
OR12D2	7
XPNPEP3	7
C19orf66	7
SLC6A15	7
ARC	7
PON3	7
ZBTB12	7
ZNF667	7
SLC22A2	7
CAPN5	7
GALNTL5	7
ABCC2	7
DDX23	7
PRAMEF12	7
DDX19A	7
DMRT3	7
ALG8	7
RIPK4	7
GPR156	7
GIPC3	7
ZNF546	7
C1orf228	7
DAK	7
STIP1	7
ZNF671	7
KCNJ5	7
ZNF585A	7
CA6	7
PDYN	7
STOX1	7
GOLM1	7
UNK	7
PIK3CB	7
SNX1	7
FYN	7
IL3RA	7
MAP3K2	7
SLC36A1	7
CPA5	7
CAPN3	7
PUM1	7
PRICKLE1	7
PRKCD	7
ALDH1L2	7
REPS1	7
TMEM119	7
AMHR2	7
SNRK	7
GREM2	7
LDB3	7
INHA	7
RC3H1	7
LILRA5	7
C14orf39	7
NPR2	7
MSLN	7
HAUS6	7
OR10K1	7
TMEM44	7
ANO9	7
AGBL1	7
PRSS54	7
FAM169A	7
CSPP1	7
RB1	7
FCRL4	7
ABCD1	7
SASS6	7
RGMA	7
TBR1	7
KIRREL2	7
SEC14L3	7
ZC3H6	7
NRD1	7
EIF4ENIF1	7
SARDH	7
TNPO1	7
PLD5	7
KIAA0226	7
CYP7A1	7
POFUT2	7
SLC25A12	7
PPP2R5D	7
AMPD3	7
SH3GLB2	7
PRDM5	7
DENND1C	7
FTO	7
KRT15	7
PCDHGA9	7
CCNT1	7
ENPP1	7
C7	7
DCAF5	7
FAP	7
CHRNG	7
CENPI	7
HK1	7
TXNDC11	7
PAPOLB	7
CRNN	7
C2orf44	7
CDK14	7
YTHDF2	7
RSPH6A	7
MAPK8	7
C1orf94	7
ENO1	7
FAR1	7
RNF165	7
LLGL2	7
MARS2	7
ULK4	7
GUF1	7
DCAF8L2	7
SCFD1	7
LIPT1	7
PPP1R13B	7
PHACTR4	7
DIO3	7
SLC4A5	7
ONECUT1	7
ZNF638	7
XDH	7
GDPD5	7
ALDH16A1	7
BBX	7
RFX2	7
PRKD2	7
ZNF45	7
IGSF9	7
CEP72	7
C15orf52	7
CSGALNACT2	7
C11orf30	7
SAFB	7
TECPR1	7
ZMYND11	7
NRCAM	7
RFX8	7
KCNJ16	7
KCNJ4	7
CT47B1	7
LSAMP	7
OTUD7B	7
ADAMTS6	7
ANKLE1	7
CXorf30	7
GABRB2	7
DDR2	7
FSHR	7
NCAN	7
FAM124A	7
TRIM26	7
TTLL9	7
GPR32	7
KBTBD7	7
KRT32	7
CLEC4F	7
CAMKV	7
SIK3	7
SLC27A5	7
CRTAC1	7
NEK1	7
RBM44	7
SKAP1	7
TOX2	7
LINGO3	7
PANX2	7
RBM15B	7
DPP3	7
MAMDC2	7
ZC3H7A	7
ATP8A1	7
C1S	7
ZFP36L1	7
KIAA1210	7
HCK	7
ATRN	7
TTC29	7
CD207	7
SPNS3	7
DSG3	7
CDC16	7
RECK	7
F2R	7
DSG4	7
CCDC64	7
MST1	7
SEMA3E	7
PTRF	7
GLT8D1	7
GNPAT	7
SLC26A8	7
SLC20A2	7
RNF139	7
DACH1	7
DCAF4L1	7
DPEP3	7
VPS37B	7
STK32B	7
FUT8	7
PELI3	7
KRT82	7
CTSF	7
MAP6	7
MOCOS	7
MTMR3	7
IL2RG	7
TMCO6	7
DEPDC1	7
SLC26A4	7
ZNF256	7
STIL	7
XK	7
ERAP1	7
OR6C75	7
TMEM180	7
ATAD3B	7
MSH3	7
CDRT15	7
PDE4D	7
P2RX1	7
RAP1GAP2	7
MYPOP	7
POLR2A	7
CDYL2	7
RGAG4	7
RBAK	7
ILF3	7
HDAC6	7
GRIA3	7
EPB41L4A	7
ICOSLG	7
PROKR1	7
TLR6	7
ENTHD1	7
RPL3L	7
DHODH	7
EFHC2	7
CHSY1	7
CORO2B	7
TLR8	7
UNC13D	7
FAM65A	7
SNX33	7
ADAM19	7
POLR3A	7
NOX3	7
FES	7
TAOK1	7
EPS15	7
KATNB1	7
CASK	7
RTN4	7
FYB	7
PTGS2	7
MAPK8IP1	7
NFE2L1	7
IKBKAP	7
COL16A1	7
TPR	7
ADRA2B	7
NEUROD4	7
CDR1	7
CARS	7
CCDC140	7
CWC22	7
PACSIN1	7
NKTR	7
IFT88	7
MFSD7	7
SLK	7
KRT33A	7
ZNF131	7
ESYT2	7
GP2	7
ARHGAP17	7
NLN	7
PCDHB11	7
JMY	7
KBTBD6	7
PPP5C	7
PAMR1	7
TTC37	7
N4BP1	7
NGLY1	7
EPHA1	7
EIF2A	7
TLR3	7
NFXL1	7
ABCF1	7
WDR6	7
NFASC	7
AHR	7
APEH	7
NPR1	7
KIFAP3	7
HIVEP1	7
FEZF2	7
NEK9	7
TM7SF3	7
ANO4	7
RRBP1	7
USP6	7
USP10	7
MAB21L2	7
STUB1	7
STAU2	7
SYNM	7
ZHX3	7
ISM2	7
SYT12	7
SLC7A11	7
GABRA4	7
ZNF248	7
FFAR3	7
PTPN3	7
TBL3	7
DLX5	7
PCDHAC2	7
HRC	7
ATF6	7
DSC3	7
OR4C3	7
SERPINB2	7
OR14A16	7
PRKG1	7
GLRX3	7
ZNF600	7
SLC5A6	7
GPR68	7
GIMAP1	7
CXorf22	7
AGFG1	7
TMEM87B	7
PDGFRA	7
TRPV4	7
ZNF528	7
ACAD11	7
LARP4	7
SP3	7
SMG7	7
RABGGTA	7
TARBP2	7
CCDC6	7
TOPORS	7
TLE6	7
ZNF704	7
CLDN18	7
NAGPA	7
OR11H1	7
ATXN2L	7
NPAT	7
GORASP1	7
GPR37	7
ANGEL1	7
OR4N2	7
CPXCR1	7
SLC18A2	7
LRRTM2	7
L3MBTL3	7
MICALCL	7
TMEM39A	7
SGCD	7
KIAA0196	7
C5orf54	7
STARD13	7
COLQ	7
WDHD1	7
TROAP	7
NPY2R	7
ELOVL2	7
NAA15	7
HHIPL2	7
SLC17A9	7
CDC14A	7
VSTM2A	7
ACOXL	7
CEP135	7
HGS	7
DOLK	7
ACTR3B	7
PCDHB14	7
APBB3	7
WNT10A	7
CHPF2	7
ANKRD33	7
PLXDC2	7
LRRFIP2	7
ATP1A3	7
PRLR	7
MASP2	7
PRKCQ	6
NOX5	6
RGS9	6
COLEC11	6
SNRPN	6
CABP4	6
CNGA2	6
PCID2	6
GLCE	6
SPTLC3	6
ZNF853	6
LPCAT1	6
TTYH2	6
BTN2A2	6
HERC3	6
FAM83D	6
TAF4	6
CXorf66	6
TGIF2LX	6
FZD3	6
ENG	6
DSG1	6
AK5	6
HSP90AB1	6
ZNF530	6
VNN1	6
GPR3	6
ARSE	6
NR2C1	6
ZP2	6
OR51T1	6
SCUBE2	6
MMRN2	6
SGPP1	6
TAT	6
SLCO1B3	6
IL17RC	6
LMF1	6
ALOX12B	6
TAB1	6
SDPR	6
ZNF185	6
MYADML2	6
EMR3	6
OR10H1	6
LTBR	6
TMEM63A	6
KSR1	6
LRRC8C	6
EGR1	6
BAHD1	6
ZNF701	6
ZP4	6
TRIM8	6
AIFM1	6
LCA5	6
AGAP3	6
SPATA13	6
AKAP3	6
JRKL	6
KCNA10	6
FAM49A	6
HPR	6
FKBP6	6
ACSM3	6
TESK2	6
IL17RD	6
ALDH1L1	6
GLI4	6
RELB	6
CCDC92	6
CYP2A13	6
BZW1	6
RABGAP1	6
DNAJC28	6
CHRM5	6
SLC38A4	6
SLC2A14	6
SPERT	6
C1orf170	6
THRB	6
CSPG5	6
KLHL10	6
CPNE7	6
HS6ST3	6
DHX15	6
PDZD4	6
COL4A2	6
TKTL2	6
GRHL2	6
NECAB1	6
SLC7A3	6
CASC1	6
MEP1A	6
SLC45A2	6
ZRANB1	6
SPTY2D1	6
EFR3B	6
LDOC1	6
ZXDB	6
TADA3	6
GPR161	6
CCDC105	6
TCF25	6
ZBTB48	6
TM9SF1	6
CCDC8	6
HPS4	6
ADAM30	6
ARHGAP10	6
OR10H2	6
ZNF594	6
ZNF750	6
PMS2	6
CSTF3	6
NSUN5	6
AADAC	6
PDCD6IP	6
BCAT1	6
ZNF473	6
ALDH3B2	6
NCSTN	6
SLC10A4	6
SSBP3	6
SLC1A1	6
HEATR3	6
FAM178A	6
TOM1L1	6
NADSYN1	6
OR5M1	6
MYSM1	6
QARS	6
TAF8	6
WDR3	6
MAGEA3	6
CALHM3	6
CEP63	6
MKS1	6
SYBU	6
SLC6A8	6
MYEF2	6
HHAT	6
ST14	6
OR2D2	6
SLC2A10	6
ZNF665	6
IFT74	6
CREB3	6
AOC2	6
EYA1	6
GPR4	6
GBP1	6
HMX2	6
THADA	6
TMPRSS11B	6
HSPA4L	6
KRT23	6
SPAG16	6
ZNF560	6
VSTM2L	6
HAVCR2	6
RGPD8	6
ILDR2	6
ADD2	6
HS3ST3B1	6
OR10J5	6
KIAA0232	6
ZNF408	6
POU2F2	6
LAMP3	6
KIAA0141	6
ELL3	6
NGFR	6
TMPRSS2	6
IL12RB1	6
PAN3	6
MAP2K1	6
BCAP29	6
IL17REL	6
PCIF1	6
SEMA4F	6
OR4D5	6
ARHGEF16	6
PPP4R1	6
ZNF618	6
ALDH4A1	6
RAG1	6
TIGD3	6
NUF2	6
SERPINE1	6
SHC2	6
PHLDA1	6
TCF19	6
LRRIQ4	6
SSTR1	6
IQUB	6
GTPBP3	6
RRP1B	6
PRDM14	6
GPR20	6
BMP4	6
PUS7L	6
PLS3	6
PROL1	6
STRN3	6
SOX6	6
CCDC146	6
IGSF11	6
RTN4RL1	6
UBE4A	6
ANKLE2	6
LPO	6
TMEM200C	6
ZNF768	6
DFNA5	6
CHSY3	6
TUBA4A	6
TMEM175	6
CTCFL	6
STS	6
ARL11	6
KHNYN	6
USP4	6
ZGPAT	6
TATDN2	6
C12orf50	6
TTC18	6
PGLYRP2	6
TBC1D2B	6
UPRT	6
TAP1	6
ADRBK1	6
SMPD2	6
PHF1	6
SMAD1	6
SDAD1	6
LIMD1	6
CCDC93	6
SLC30A9	6
GMPPA	6
TMEM184A	6
KIF20A	6
CNBD1	6
NUP133	6
SIRPB1	6
PDE1B	6
FGFR4	6
PPFIBP1	6
VPS53	6
KLF5	6
TRPM7	6
MED1	6
PDK2	6
KIAA1407	6
ZNF417	6
MBD4	6
RBM42	6
RANBP3	6
UCKL1	6
PTPN21	6
RIN1	6
LRRC70	6
KLF8	6
ZNF90	6
ARSB	6
ANXA11	6
SOCS6	6
ARHGAP27	6
SLC13A4	6
MMD2	6
OR6B2	6
PPP2R5A	6
INPP4B	6
TBRG4	6
PHKG1	6
F13B	6
UNKL	6
ARHGEF3	6
TBX10	6
VANGL2	6
CDR2L	6
SLC2A2	6
CARS2	6
ACP2	6
CRYGA	6
KRT38	6
ABI3	6
PHLDB3	6
TXLNA	6
ACTBL2	6
GUCY1B3	6
DRD1	6
HLTF	6
HDGFL1	6
ARHGAP12	6
SMYD4	6
RPS6KC1	6
NCAPH2	6
YY1AP1	6
TRPV2	6
NKX2-5	6
PVRIG	6
MEN1	6
KLK8	6
CAPN7	6
SCG3	6
CACNG5	6
PTPRE	6
HCN3	6
ADCK1	6
KCNK3	6
FAHD2B	6
INO80E	6
GPBP1L1	6
TMC4	6
TCEB3	6
DAXX	6
C17orf78	6
PTPN12	6
GNS	6
RPN1	6
TBXAS1	6
CCAR1	6
BMS1	6
WBSCR27	6
APOBEC1	6
GBE1	6
KIF5A	6
RBM26	6
SHMT1	6
CLDN10	6
AIFM3	6
PNMT	6
PNLDC1	6
LMCD1	6
PLEKHA4	6
FXR2	6
SUZ12	6
CD101	6
OR10J1	6
TTC23L	6
PANK4	6
S1PR1	6
GNB5	6
IGDCC3	6
UBXN4	6
UGT2B10	6
SLC2A8	6
TMEM59L	6
TAF15	6
STC2	6
ALOX15B	6
IP6K2	6
SEMA4D	6
PPP1R12A	6
POLD3	6
SLC2A5	6
ZNF350	6
ZNF85	6
INPP5J	6
KLHL33	6
CELF2	6
ZNF585B	6
NXF3	6
FAM91A1	6
AHI1	6
USP13	6
NT5C2	6
ZNF77	6
SBSN	6
MAEL	6
TEAD2	6
ZNF8	6
RAD21	6
SNIP1	6
ZNF420	6
NEUROG1	6
OPA1	6
ZKSCAN2	6
PNMA2	6
ACO2	6
SERPINA11	6
ANKRD13B	6
BEST1	6
TXK	6
GPR22	6
LIPI	6
LARP7	6
CHERP	6
HOXD9	6
CUL4B	6
KRT9	6
VANGL1	6
IFT81	6
PPARA	6
CENPN	6
PRRG3	6
ZNF496	6
SPAM1	6
TYW1	6
CLINT1	6
HRH3	6
OR4M1	6
COQ9	6
THBS4	6
GMIP	6
PLK2	6
KDELC1	6
RXRG	6
ANKFY1	6
RELA	6
COPS6	6
MAGEB4	6
CDC25A	6
RBM12	6
ASPRV1	6
CCR5	6
SIDT2	6
SLC3A1	6
RGL2	6
CCDC151	6
CHIT1	6
ZNF878	6
ADRA1A	6
BPNT1	6
ADRA1D	6
PTK7	6
VPS33B	6
SNX25	6
GLTSCR2	6
MAPKBP1	6
EDEM2	6
BDKRB2	6
PURG	6
PDIA5	6
ADAM15	6
ZFP30	6
IMPDH2	6
ST3GAL6	6
DCLK2	6
BCAR3	6
OR4A47	6
SCYL2	6
SOAT1	6
ZNF354A	6
MCF2L2	6
GPR139	6
ZNF480	6
USP44	6
SLC2A4	6
CATSPER3	6
KIAA1324L	6
TMEM135	6
LPL	6
CDX2	6
ITGB8	6
KCNA5	6
MME	6
SH3RF3	6
CDC27	6
CHRDL2	6
MAPK8IP2	6
WDR1	6
MCM9	6
NCKAP1	6
DGKH	6
POLN	6
AFM	6
PAH	6
MRGPRX2	6
ZNF579	6
HTR6	6
STAT3	6
UST	6
TGFBR3	6
NUDT18	6
GALNT7	6
USP42	6
TCF7	6
COL23A1	6
TTLL10	6
SOBP	6
EHD3	6
GABRA2	6
PSAPL1	6
BRD9	6
CYC1	6
ST7	6
DGKE	6
PTPN4	6
TAF6L	6
GYLTL1B	6
HLA-G	6
OR5B3	6
IL12RB2	6
PNLIPRP3	6
GPHN	6
TRMT12	6
ALCAM	6
RP1	6
LIMK1	6
S1PR5	6
LIM2	6
BMP2K	6
SLC11A2	6
USP9Y	6
SDCCAG3	6
OR14I1	6
ZNF341	6
MAEA	6
CLCN3	6
WDR86	6
ELL2	6
P2RX7	6
INTS2	6
UGT8	6
ALOX5	6
ZNF385B	6
OR4D10	6
APCDD1	6
MSN	6
TUSC3	6
PAK1	6
KRTAP6-3	6
CLIP4	6
NSUN2	6
HIPK4	6
GTF2E1	6
LPCAT4	6
SPAG1	6
EFTUD2	6
SGCG	6
NFIB	6
CTAGE9	6
HEPHL1	6
DPYSL4	6
ATP6V0A1	6
DUSP22	6
TMC7	6
SLC15A2	6
XPOT	6
RPUSD2	6
KRT6A	6
MMP24	6
DTNA	6
WDR72	6
ATP9A	6
ERLIN2	6
PLCD1	6
NR1H3	6
ACADVL	6
ZNF669	6
GPR142	6
OR13F1	6
ATHL1	6
ARSJ	6
PSKH2	6
OR4A5	6
GCNT1	6
HDAC11	6
TOP3B	6
LRIT2	6
ESM1	6
ZNF211	6
ABCG5	6
KIAA1432	6
CFHR2	6
CAGE1	6
PSG9	6
SPOPL	6
GMPS	6
CD5L	6
CHGB	6
HACE1	6
PDE10A	6
ZYG11B	6
LEMD3	6
DTHD1	6
OTOL1	6
EPS8L3	6
OR2W1	6
NAP1L1	6
LUM	6
ZNF254	6
FAM46A	6
GNL2	6
ZNF790	6
PRODH	6
MED23	6
ARHGAP20	6
CDC73	6
BOLL	6
AGTR1	6
STAP2	6
BTN2A1	6
ESF1	6
XPR1	6
FAM120C	6
ZBTB2	6
ZNF169	6
ZNF436	6
NFRKB	6
TUBB3	6
ZNF788	6
SP140L	6
CNST	6
FANCG	6
ZNF429	6
OR4K15	6
IDO2	6
SFRP4	6
KCNK2	6
FEM1A	6
ZNF577	6
C4orf50	6
TLR10	6
UBE2Q1	6
MORC4	6
TWF2	6
NUB1	6
GPR83	5
KLK9	5
H2BFWT	5
RHOBTB3	5
UPK1B	5
PTGFR	5
SLC29A2	5
SLC16A14	5
MPP6	5
PAK3	5
PLA2G4E	5
CLDN8	5
GAB2	5
CFI	5
NNT	5
UCP1	5
TUBE1	5
FAM178B	5
GAS7	5
ZNF707	5
CREBZF	5
LGALS9	5
TLX1	5
TMCC1	5
CAPZB	5
CEP68	5
NCOA4	5
SH3BP5	5
SPRY4	5
OR52A5	5
RNF113A	5
PRKAB1	5
RCC2	5
SEPP1	5
CRHR1	5
KRT83	5
TBC1D17	5
OTUD6B	5
CHST11	5
H2AFY2	5
RBMX2	5
PCCA	5
SLC11A1	5
TCEA2	5
PCYOX1	5
CACNG3	5
PSTPIP2	5
DDX52	5
MRPS2	5
ZNF317	5
STRA8	5
NEK3	5
B4GALNT2	5
TMCC3	5
ZNF622	5
USP49	5
STAC2	5
CA3	5
TRIB1	5
CHRM1	5
IL20RA	5
GPR135	5
EIF3D	5
DCAF12	5
DPH2	5
ASNSD1	5
HECTD3	5
SERPINB3	5
GRK5	5
FAM120A	5
ALKBH4	5
ST8SIA5	5
CLCN4	5
LPA	5
PIK3C2G	5
CARD10	5
OR9A4	5
OR13J1	5
SGCZ	5
TUBB2A	5
DLL4	5
TAGAP	5
OR51D1	5
PIH1D1	5
TDG	5
TACR1	5
KRT12	5
TNNT3	5
CNN1	5
MINA	5
FOLR3	5
SPAG6	5
MUM1	5
TBX3	5
OR2L3	5
PCDHGC4	5
CATSPER4	5
TRIM65	5
CNOT3	5
TRIM34	5
PNCK	5
KRT40	5
TEKT4	5
MFSD2A	5
BHLHE22	5
PAK2	5
GGA2	5
DPYSL3	5
OR7D2	5
E2F3	5
ELF1	5
OR1G1	5
NFATC2IP	5
GSN	5
GFPT1	5
HOXD12	5
PAF1	5
CORO1A	5
PPP1R2	5
HIP1	5
PCMTD2	5
GJA4	5
TMEM61	5
PACSIN3	5
EFCAB4A	5
ASAH2	5
KRT222	5
OLA1	5
TCP11	5
NKX6-2	5
ENO3	5
RBCK1	5
MAP4K5	5
MON1A	5
JPH1	5
EVX2	5
ZSCAN22	5
ULBP3	5
ADAD2	5
C1orf141	5
RAN	5
OXER1	5
PHOSPHO1	5
SF3B2	5
CYGB	5
PSG1	5
KIAA1614	5
RANGAP1	5
PAPD5	5
LAMB3	5
SOS2	5
PRR5	5
MTCH2	5
NFIC	5
KCNC1	5
SP100	5
FAM57B	5
DPYS	5
LPAR1	5
RPL5	5
PHF13	5
OSBPL3	5
GNRHR	5
KCTD1	5
SNPH	5
INPP5B	5
TCHHL1	5
TOP1	5
MAGEC2	5
KRT39	5
OR6B3	5
CCDC102B	5
OR5AS1	5
PLVAP	5
FAM19A1	5
ARMCX1	5
MAP4K3	5
TLK1	5
LDHAL6A	5
RAI2	5
NPEPL1	5
KCNC4	5
SPTLC2	5
EPC2	5
IPO9	5
PHKA1	5
IL6	5
KLHDC4	5
ZNF34	5
IGHMBP2	5
MYO1H	5
REPIN1	5
MAPK6	5
OR4L1	5
KCMF1	5
KCNK1	5
CDADC1	5
SLC4A1AP	5
PQLC2	5
CACNB1	5
NPNT	5
NLK	5
NEUROD1	5
SGK2	5
SEL1L	5
TPMT	5
CBX3	5
ADSS	5
RND2	5
COL9A3	5
PLEKHN1	5
A4GALT	5
ACBD5	5
PTAR1	5
BBS7	5
C1QTNF3	5
ABCE1	5
JPH4	5
ZNF14	5
PBX1	5
KPTN	5
PRG3	5
VPS72	5
NXN	5
DLK1	5
GLRA2	5
LRFN3	5
DSG2	5
RBM5	5
PSG8	5
FOXM1	5
IFRD2	5
RMND1	5
ING5	5
NAGA	5
AHSG	5
SLCO1A2	5
CADM1	5
GLB1	5
MICALL1	5
AP4B1	5
ZFYVE1	5
DERL1	5
DDX55	5
CCDC154	5
RNF126	5
TRIP4	5
STARD10	5
C3AR1	5
PDE7A	5
TRAPPC6A	5
IGSF21	5
KRT72	5
COQ2	5
EXOSC5	5
OR2T27	5
KCNG4	5
C4orf29	5
CDK11A	5
GLB1L3	5
PRSS37	5
MTX3	5
POU3F4	5
RQCD1	5
MYNN	5
DEF6	5
PTPN9	5
C8orf48	5
SLC2A6	5
ZNF367	5
CDK5R1	5
SERPINB10	5
RPE65	5
AMDHD2	5
MTMR6	5
RFC4	5
RAE1	5
FPR2	5
STEAP3	5
MORN1	5
MOCS1	5
RAB11FIP5	5
EFR3A	5
SLC7A5	5
NKX2-8	5
ZNF529	5
MPV17L2	5
UNC45A	5
ZNF302	5
NGEF	5
CLMN	5
CPEB3	5
WDR88	5
RAB11FIP2	5
TNK1	5
AMIGO1	5
ENPP7	5
GGA1	5
SLC13A2	5
OSBPL1A	5
HSD3B1	5
CCDC155	5
PALM2-AKAP2	5
SVOP	5
TEAD3	5
RHOBTB2	5
SLC35C2	5
RNF103	5
C16orf70	5
FEZF1	5
HSF4	5
FKBP8	5
DNAJA4	5
PHACTR2	5
LEKR1	5
STK3	5
GPC3	5
CACNG1	5
GJA5	5
APBB2	5
RELL2	5
FRMD8	5
RBM4B	5
WNT4	5
TM9SF3	5
MNT	5
BRMS1	5
ANXA13	5
RBM17	5
ME1	5
GPR19	5
ATP1B2	5
SNX29	5
UPP1	5
TBRG1	5
PRPF40A	5
GRIP1	5
BCL3	5
RABL2A	5
PLTP	5
EPC1	5
HIST1H3B	5
BSCL2	5
LRRC43	5
ART1	5
GSDMC	5
POLE2	5
ADSL	5
ITK	5
KCND1	5
GJB1	5
ACSL6	5
SCNN1A	5
LIMA1	5
ZNF277	5
OR8S1	5
SLC22A3	5
MVD	5
PRODH2	5
UBA1	5
UGT2B7	5
ARHGEF2	5
PLP1	5
STK11IP	5
FOXR1	5
ADAMDEC1	5
KIAA1958	5
FBXL17	5
ZNF510	5
SYNGR4	5
RNH1	5
RUFY4	5
GALT	5
DTNB	5
MAN1B1	5
DDHD2	5
GGN	5
RPH3A	5
MTMR2	5
SLITRK3	5
ANO5	5
HNRNPAB	5
PLSCR5	5
TTC7B	5
CDCA7	5
SS18L1	5
ARNTL	5
ZNF624	5
KRT7	5
TCP1	5
FCRL2	5
HNRNPH1	5
OR52L1	5
NAPSA	5
FAM107B	5
TUBG2	5
NSMCE1	5
TCTN1	5
PLEKHO1	5
CCDC109B	5
GPR132	5
TCP11L1	5
DCAF13	5
PPP1R3G	5
OTX2	5
WIPF1	5
VPS52	5
ZNF235	5
CDS2	5
TMEM67	5
ASB3	5
ATF7IP	5
PPP1R13L	5
SPATS2L	5
MTMR7	5
GJD4	5
C14orf80	5
GUSB	5
SCARF2	5
WIPF2	5
MAGEA11	5
SLC25A4	5
PHGR1	5
TNFRSF10D	5
CD2	5
RAP1GDS1	5
SMPD1	5
DPF3	5
GPATCH1	5
HS6ST1	5
MACROD1	5
CCDC157	5
AMACR	5
MBTD1	5
DNAI1	5
SLC6A6	5
CES1	5
SEMA6D	5
HSPA8	5
SLC28A3	5
PRKAR1B	5
CNOT6	5
ALPI	5
RARS2	5
SLC29A3	5
SAG	5
SYT14	5
ARHGEF37	5
MCCC2	5
TCEA3	5
PTDSS1	5
KPNA3	5
PRAMEF17	5
LIN7A	5
SLC6A20	5
EPN2	5
RPTN	5
RCOR2	5
CC2D2B	5
OR5AR1	5
CCDC138	5
VPS45	5
SHE	5
DBF4	5
ZNF564	5
RGS17	5
SLC39A5	5
P2RY13	5
OR1J2	5
LUZP2	5
EBF2	5
CBX1	5
CNOT10	5
CYTH3	5
KBTBD4	5
OR2L13	5
P2RY11	5
VPS4A	5
HOXD3	5
CKAP2L	5
ADORA1	5
MSH4	5
FMO2	5
IRF1	5
PSTK	5
EDN3	5
EXOSC9	5
RMI1	5
PRB2	5
RASSF2	5
PTBP1	5
OR6C68	5
C8orf34	5
LMNB1	5
HAL	5
CSN3	5
RAB3GAP2	5
SKIL	5
ACD	5
FAM50B	5
ANAPC7	5
KCNJ2	5
IRX5	5
ZFYVE27	5
STAU1	5
FAM181B	5
THAP9	5
C5orf52	5
GPR152	5
EN1	5
GPS1	5
TACC1	5
PIK3R4	5
TRAM1L1	5
CYTIP	5
TMEM74	5
WEE2	5
CSRNP2	5
ACTR6	5
OR2A5	5
APAF1	5
CYP4A11	5
TTYH1	5
AP1G2	5
NEIL1	5
C5orf47	5
FGF20	5
GNA14	5
SPI1	5
MMS19	5
MAGEB1	5
ALDH18A1	5
ARL8B	5
RPS6KA5	5
ENDOU	5
SYDE2	5
MAP3K3	5
SELO	5
PIF1	5
IQCF3	5
WDR53	5
DLX4	5
PHF21B	5
C1orf85	5
GLP2R	5
RCN3	5
ENTPD8	5
LDB1	5
CDKL3	5
WDR93	5
ZNF189	5
XIAP	5
SPATA9	5
