Gene	Frequency
TBX20	5
PPP1R12A	5
COL10A1	5
TRIM23	5
MAN2A1	5
CGN	5
FGFRL1	5
STK36	5
TTC7B	5
TLE1	5
ITGAM	5
CSRP2BP	5
OR8H2	5
TAOK1	5
ETS2	5
SLC22A11	5
KCNQ5	5
MOV10L1	5
MEP1A	5
OR2AG2	5
NPHS1	5
MGRN1	5
FMN1	5
DPP6	5
ZFYVE28	5
INTS5	5
OR6C70	5
HNF4A	5
TSNAXIP1	5
DGKG	5
ZNF708	5
FAM179A	5
SLC26A3	5
CACYBP	5
OR6K6	5
CNTLN	5
VPS11	5
PLA2R1	5
ATMIN	5
GNAT3	5
HPS1	5
DDX43	5
SMG5	5
RPA1	5
CPM	5
MRPS30	5
EFCAB4B	5
MYO18B	5
KIF18B	5
DGKZ	5
CDK14	5
YARS2	5
MCM2	5
CSNK2A1	5
THAP4	5
DENND2D	5
RAD54L	5
IGF1R	5
ELF1	5
PLK3	5
TNFAIP3	5
ZBTB16	5
AXIN2	5
PITPNM1	5
BARHL2	5
MAGEA12	5
KLHL23	5
AIM1	5
CAPN9	5
PTPRJ	5
USP5	5
FOXI1	5
MCC	5
SLC35A5	5
SFMBT1	5
SLC12A8	5
FAM65B	5
MAGEE2	5
TTC14	5
RBBP6	5
GALNT3	5
DNAJC10	5
ZNF677	5
COL8A1	5
MAGEB3	5
ARHGEF18	5
CD109	5
ZMYND8	5
GEMIN4	5
AFTPH	5
DLST	5
ASNS	5
NPEPPS	5
VTA1	5
MLH1	5
HLA-C	5
ZNF721	5
CNGA4	5
ITPKB	5
CTAGE5	5
FAM110B	5
RPL10L	5
CLPX	5
ADCY3	5
SUV420H1	5
LTBR	5
COL16A1	5
NAF1	5
PNLIPRP3	5
METTL1	5
DDX54	5
NRK	5
BRD1	5
CD209	5
KRT4	5
COL17A1	5
DEPDC1	5
PDE4A	5
RANBP17	5
ATP4A	5
SPATC1	5
PLEKHG5	5
TROAP	5
PRKG1	5
NKAP	5
METTL13	5
ARHGAP33	5
CD226	5
TACR3	5
UTP14A	5
DEPDC1B	5
PA2G4	5
COL21A1	5
TEX2	5
SLC9A4	5
SIDT2	5
HDAC7	5
RC3H1	5
NR1H4	5
ATCAY	5
NBN	5
PASK	5
CRTC3	5
MAN2B1	5
CCDC60	5
KCNH1	5
HNRNPU	5
TDP1	5
ZNF567	5
IRS2	5
MTHFD1L	5
HIST1H3D	5
IDS	5
ZNF563	5
PTCD3	5
SLC16A14	5
PFKP	5
BHMT2	5
SLC25A32	5
ADCY5	5
OR5A1	5
STAC	5
KIF1C	5
ABCC10	5
NMUR1	5
EXD2	5
FZD10	5
MPPED1	5
SYTL5	5
ZC3H12C	5
VPRBP	5
FAAH2	5
VWA5A	5
CAPN13	5
ITGAX	5
RAG2	5
NEXN	5
TXNDC2	5
COQ5	5
OTOL1	5
AFF4	5
ITGA11	5
TEK	5
NXF5	5
CHUK	5
BRCA1	5
CCR3	5
OR5B12	5
FMO2	5
RIC3	5
WAC	5
IDE	5
DLL1	5
ZNF512	5
FGD5	5
PAH	5
NOC3L	5
KIAA0753	5
ZNF569	5
UAP1	5
ITGAV	5
HTR3D	5
INPP5J	5
RNMT	5
STXBP4	5
HIRIP3	5
USP40	5
LETM1	5
LSG1	5
GYPA	5
AQR	5
MAML1	5
NLRX1	5
ZSWIM5	5
ZNF449	5
USP48	5
AKNA	5
QSER1	5
FAM120A	5
CTSD	5
RUFY3	5
MAPK13	5
ZNF174	5
ATP6V1B2	5
RIMBP3	5
OR8S1	5
STX5	5
KY	5
PLXNB1	5
RPTN	5
SLC39A6	5
CCDC146	5
PRSS1	5
RXFP3	5
CHST15	5
PDCD11	5
NMI	5
KPNA6	5
MCOLN3	5
ZP4	5
C17orf66	5
KLK3	5
TDG	5
RAPGEF3	5
FMNL2	5
COL2A1	5
KIF26A	5
DBR1	5
MTHFD1	5
DNAJC6	5
KCNS3	5
C4BPA	5
HOOK2	5
TCN1	5
ISM2	5
BMP2	5
ZNF878	5
COL11A2	5
ZNF345	5
FLT3	5
GRAMD4	5
SPATA7	5
SLC1A2	5
MYNN	5
ZNF789	5
OSBP2	5
TRAF3IP3	5
ABCB4	5
OR5H14	5
HIP1R	5
AGAP1	5
GUF1	5
PAF1	5
RLIM	5
IKBIP	5
C3AR1	5
DUOXA1	5
PLXDC2	5
CD2BP2	5
NCKAP1	5
CHGB	5
RPH3A	5
PRG4	5
CACNG4	5
CCDC132	5
CBLB	5
GXYLT1	5
CYP4F2	5
COG4	5
PRMT8	5
TBC1D1	5
SCIN	5
NLRP6	5
TDRD3	5
NPLOC4	5
EHBP1	5
BAG4	5
PPEF2	5
OSBPL1A	5
HIST1H2AE	5
C16orf62	5
PLCZ1	5
TAF4	5
SLC6A18	5
PRTG	5
TECTB	5
IRS4	5
CCDC50	5
HPS6	5
SOX9	5
GOLGA2	5
OR4K17	5
TRAK2	5
CYP7B1	5
EIF2B4	5
OPRL1	5
CBFA2T2	5
ARHGEF19	5
CNOT2	5
GTF3C4	4
CTNNAL1	4
EIF2AK1	4
GABRA1	4
ADD1	4
MCM3	4
FBXO8	4
ACSBG2	4
RPS6KA5	4
REL	4
MYH14	4
ZC3H7B	4
KATNAL1	4
KBTBD4	4
ABCD2	4
BTN3A2	4
WDR91	4
C1QTNF9B	4
ITPKC	4
OR5P3	4
SUN2	4
GABRG3	4
ADAMTS14	4
PER1	4
NPHS2	4
FHL5	4
FRK	4
EIF2B3	4
TPI1	4
GRB14	4
FAM161A	4
ADAMTS15	4
GPR128	4
CASP6	4
GALNTL6	4
TBX5	4
MFSD2A	4
USP3	4
LRIT2	4
NAPRT1	4
BMP3	4
GALNT2	4
ESPL1	4
HOXD8	4
SLC11A2	4
TBR1	4
ZNF442	4
FAM194A	4
MSN	4
KCNJ1	4
RGPD3	4
SAMD3	4
OSBPL8	4
CLSTN3	4
PGM1	4
NDC80	4
GAS7	4
FAM120B	4
MAP3K1	4
NR1I2	4
SLAIN1	4
PRKAB1	4
PPFIBP2	4
SCFD1	4
KIF5A	4
PIK3AP1	4
PCDH11Y	4
SLC1A5	4
BNC1	4
SIGLEC8	4
TF	4
CPB2	4
TRIB2	4
GALNT12	4
LDB2	4
ATXN7	4
MANBA	4
MXRA8	4
LCMT2	4
ZCCHC8	4
CYP1A2	4
STRA6	4
C3orf20	4
BSDC1	4
PCDHGA10	4
AADACL4	4
SLC26A2	4
FNIP2	4
PTPN4	4
ZSCAN10	4
OR9Q1	4
EIF3B	4
HERC3	4
SLC10A2	4
RPH3AL	4
TLK2	4
RALYL	4
OR6T1	4
CCDC116	4
PHF20	4
OR52J3	4
ARHGAP9	4
HAS1	4
SLC7A1	4
ALOX12B	4
CARS	4
TTC1	4
INTS6	4
HEXIM1	4
PCIF1	4
NOVA1	4
SH2B3	4
BPTF	4
MIOX	4
ART4	4
TRIM60	4
RNF182	4
IL1R1	4
FAM118B	4
CDC20B	4
HMGCLL1	4
ZPBP	4
MAD1L1	4
UNC45B	4
CUL9	4
SYNJ1	4
PAXIP1	4
SKIV2L2	4
GNB2	4
ABCD4	4
MED23	4
CPNE2	4
STAT2	4
DUSP5	4
FCGR1B	4
SMAD2	4
C5orf54	4
GP1BA	4
PPARGC1B	4
SCRN3	4
CLCN1	4
RFX5	4
APOBEC3B	4
RANBP10	4
RTN3	4
NR4A2	4
HNRNPD	4
TGFBRAP1	4
TMEM72	4
ZNF211	4
CSGALNACT1	4
FIGNL1	4
C1QTNF3	4
KIAA0319L	4
PEX11G	4
GBP7	4
ZNF233	4
MRPS15	4
ILVBL	4
KCNA5	4
CPNE8	4
C14orf166B	4
MED25	4
MINPP1	4
SBSN	4
GDNF	4
ADSS	4
MATR3	4
CIR1	4
CCDC41	4
SLC34A3	4
HADH	4
CHST10	4
CCDC47	4
KARS	4
GPHN	4
GTF2A1	4
FBXO40	4
C4orf29	4
MYO1B	4
SAAL1	4
RAB3IP	4
DDX52	4
BMP4	4
WDR90	4
ZNF8	4
PRCP	4
HKR1	4
LPIN2	4
ABL1	4
DNAJC21	4
PKD1L2	4
NACA2	4
GLRA1	4
EIF4G3	4
OSBPL9	4
ALG6	4
CCT6A	4
CCDC15	4
CEP63	4
HOXC4	4
SKIV2L	4
SLC25A25	4
SAFB2	4
ACRBP	4
BTNL2	4
TUBD1	4
CCR2	4
KLHL14	4
DZIP3	4
ABCB6	4
KCNMB3	4
RGP1	4
TACC1	4
MAP3K8	4
PNLIP	4
ITGB6	4
ENOX1	4
HOXD10	4
EPM2AIP1	4
ZNF510	4
PDXDC1	4
GPATCH3	4
SIRPG	4
TXNRD1	4
MTMR10	4
ZNF284	4
ARHGEF9	4
FAM83E	4
TOE1	4
TNFAIP1	4
FLVCR1	4
RFPL2	4
PIAS3	4
ODF2L	4
RBBP8	4
CAPN12	4
SYNCRIP	4
DAGLA	4
NEUROD4	4
TACR2	4
SDCCAG8	4
PPP4C	4
SSH3	4
PSMD2	4
KRT6C	4
PRDM15	4
ZNF366	4
SIGLEC1	4
AURKC	4
GABRR1	4
RUNX2	4
CCDC91	4
FILIP1	4
HNF1B	4
OR4E2	4
KIAA1217	4
GOPC	4
ZNF613	4
RAVER1	4
PKN3	4
HEG1	4
VSIG10	4
LAMA1	4
ZDHHC17	4
ZRANB1	4
CCDC87	4
KRTAP11-1	4
ZNF248	4
ESR1	4
KANK4	4
TACR1	4
PSG3	4
FEM1B	4
GEMIN5	4
RETSAT	4
KRTAP10-5	4
IL1RAP	4
OR51G1	4
CTAGE9	4
KIF3C	4
CTCFL	4
CST1	4
MGAT3	4
FLI1	4
TBCD	4
UBE3C	4
ZNF534	4
ZNF134	4
SLC46A3	4
CD19	4
ABCB7	4
VSIG2	4
AQP9	4
STOX1	4
C19orf35	4
ZNF329	4
TTC29	4
TJP3	4
DDX1	4
MAPK9	4
PPAN	4
TCTN1	4
SLC5A12	4
WSB2	4
SRRM1	4
PLEKHH1	4
HERC5	4
OR10A5	4
IL17RA	4
TMCC2	4
TMEM198	4
CNGA1	4
SPOP	4
DOK1	4
SLC23A1	4
C14orf93	4
C2orf44	4
RTKN2	4
CEMP1	4
ZNF18	4
ZDHHC16	4
NUPL1	4
PCGF3	4
SAMSN1	4
RUNX3	4
ZNF460	4
ANKRD27	4
UPF3B	4
PURB	4
KSR1	4
SUPT16H	4
DDX53	4
DBT	4
WDR53	4
MMRN2	4
TFE3	4
PADI3	4
RIMS3	4
IPO9	4
BHLHE22	4
HERPUD1	4
HIST1H3E	4
C16orf78	4
L2HGDH	4
OLFM2	4
ST8SIA3	4
CLEC4D	4
EGR1	4
DMRTA1	4
NRG2	4
NOP14	4
ZNF880	4
OR10K1	4
MYSM1	4
SV2C	4
FAM171B	4
SLC4A1AP	4
IRX4	4
CHST9	4
ELAVL4	4
DHODH	4
COL8A2	4
POLD3	4
GLMN	4
MAB21L2	4
OR8J1	4
JAK1	4
ASPG	4
ZNF75D	4
HK1	4
CDADC1	4
SLFN13	4
MAN2C1	4
CAT	4
CCDC74A	4
XPO1	4
ZNF280A	4
CCL1	4
VPS33B	4
STXBP3	4
NPHP4	4
HIST1H4F	4
PURG	4
ROR2	4
CADM1	4
SUN1	4
ANXA7	4
SLC44A3	4
OR1D2	4
SEC14L3	4
HIST1H2BF	4
LRRC8E	4
ACAD8	4
EPCAM	4
NAE1	4
ECT2L	4
ZNF286B	4
ENTHD1	4
TRIM39	4
SCGN	4
CPT1B	4
GPR108	4
BAI1	4
ATP11B	4
RAD18	4
STOML2	4
ST6GALNAC5	4
GPR12	4
SIX6	4
CADPS	4
KIF9	4
SYT6	4
LILRA3	4
SCYL1	4
KERA	4
GNL3L	4
ARHGAP1	4
FSD2	4
ZNF860	4
N4BP2L2	4
TAS2R46	4
DFNA5	4
DIO2	4
SLC5A9	4
ZMIZ1	4
IRX5	4
G6PC2	4
FAM161B	4
PLEKHN1	4
GPR179	4
SNX30	4
SLC25A43	4
BSPRY	4
F8	4
FAM98A	4
TBC1D2	4
SPATA6	4
PRH1	4
NUP98	4
ZNF649	4
GALNT8	4
AMY2A	4
SLC30A6	4
SP100	4
SPINT1	4
ISL2	4
WNT3	4
TRIM9	4
SCML1	4
STRN3	4
SETD3	4
POU4F2	4
FAM19A5	4
SMAD3	4
SGK2	4
RAD21	4
SEC23IP	4
UVRAG	4
TGM5	4
PDE11A	4
ATP9B	4
CCDC34	4
SLC44A5	4
MID2	4
THEG	4
ANKRD6	4
KLHL34	4
MINK1	4
NMNAT1	4
SLC9A2	4
ZNF445	4
RNF130	4
FMO3	4
AQP6	4
FLAD1	4
ADAMTS1	4
BFSP2	4
CLVS2	4
C19orf44	4
C3orf17	4
CEP57	4
EGR2	4
SEC14L4	4
TEX11	4
ZBTB33	4
GALNT5	4
FNDC4	4
GART	4
CDHR5	4
EMILIN2	4
OR1A2	4
ABTB2	4
SORCS3	4
ASCL1	4
LIPC	4
GULP1	4
RAVER2	4
HIST1H1E	4
STXBP2	4
AZI1	4
SS18	4
ALDH3B2	4
RNF150	4
ZNF132	4
PLEKHG7	4
CCDC113	4
SCEL	4
IL31RA	4
PLRG1	4
GGT1	4
CWC25	4
MS4A2	4
BBS4	4
PODN	4
PBX2	4
VAV2	4
CDHR1	4
HRASLS	4
AGAP7	4
PPHLN1	4
ELL2	4
DTNB	4
TENC1	4
CA8	4
SOX6	4
ZSCAN5B	4
NEK11	4
DHX8	4
C6orf10	4
KRBA2	4
RGS18	4
PCDHA11	4
ELAC2	4
CD38	4
STK17B	4
ZBTB9	4
CNNM3	4
POLR3E	4
AR	4
MAFB	4
GRM3	4
OAS1	4
EHHADH	4
GPRIN2	4
RUSC1	4
NEDD9	4
MKLN1	4
SYBU	4
PDYN	4
CKB	4
TJAP1	4
ACTA1	4
OMD	4
PLOD1	4
INO80D	4
GTDC1	4
CRAT	4
FZD2	4
BCL6	4
DSPP	4
MITF	4
SH3BP2	4
DNAH11	4
PDHX	4
LIN28A	4
GAB2	4
PVRL4	4
MGMT	4
UBC	4
IP6K3	4
RBM15	4
TBC1D20	4
CORO2B	4
NOS3	4
POLN	4
ALG12	4
MTMR3	4
ABCE1	4
TRIM4	4
TDRKH	4
KIAA0232	4
FAM171A1	4
KIF21A	4
GRIN3B	4
LENG9	4
SLC25A3	4
SYNPO2L	4
PTCHD3	4
LMAN1L	4
PHACTR1	4
ABCC1	4
DEF8	4
LARS	4
SMC5	4
ABHD8	4
MSL2	4
USP4	4
TRIM14	4
PPL	4
ESYT1	4
SOS1	4
ALB	4
LILRB4	4
ATP1B3	4
DGKE	4
HIC2	4
RARB	4
TRIM71	4
MARS2	4
KRTAP5-3	4
IGSF9	4
ELFN2	4
ONECUT2	4
CWF19L1	4
PKN2	4
AFAP1L1	4
RTN4RL1	4
EPN3	4
ERP44	4
GABRB1	4
ABRA	4
ZHX2	4
AADAC	4
PHRF1	4
FBXO46	4
QTRTD1	4
DDX21	4
LRRC55	4
MFN2	4
EHMT1	4
MED30	4
BAZ1B	4
GSG2	4
PLK4	4
FOXC2	4
ACP6	4
OR5K4	4
KCNA10	4
PIK3R2	4
SNX19	4
CCHCR1	4
DGKH	4
SYT4	4
XYLT2	4
DSG2	4
BMX	4
ZNF709	4
FOXB2	4
BRS3	4
NCCRP1	4
OR4P4	4
SPRED2	4
GMPS	4
SLC16A7	4
RSPH3	4
FZR1	4
CDC23	4
DISP1	4
ATP8B3	4
ARGFX	4
GIMAP6	4
WISP1	4
YME1L1	4
OR51S1	4
CYSLTR2	4
SLC14A1	4
HSPA4L	4
TIGIT	4
OR6B1	4
TUBA1B	4
TEX10	4
HTR2C	4
SYTL1	4
SUV39H1	4
DDX4	4
FXYD5	4
TNKS1BP1	4
GFM1	4
CHRM2	4
ALDH1L1	4
MUC7	4
FOXO1	4
HDC	4
MAP7D2	4
STAMBPL1	4
SLC18A1	4
MUC15	4
ACADL	4
ENPP1	4
ZSCAN21	4
OR56B1	4
GATA3	4
HIST1H2BI	4
TMEM145	4
GRHL2	4
OR4D9	4
AFMID	4
OR8B3	4
TBX6	4
C22orf42	4
TAS1R2	4
NOL11	4
C3	4
LEF1	4
MAGEA3	4
ZNF507	4
CYP2C19	4
PRKAA1	4
CD96	4
ITGA3	4
LRRC8A	4
CALCR	4
AP2A1	4
SMAP1	4
LAMB3	4
SMC3	4
GBP6	4
WDHD1	4
STIM2	4
UBQLN2	4
ZSCAN5A	4
STS	4
ZNF354C	4
ZCCHC12	4
EIF2S2	4
KIFC2	4
CAMK1D	4
MAP6	4
ALG1	4
CD84	4
CLIP3	4
FGB	4
PARD6G	4
CASK	4
EIF3L	4
CDCA2	4
CRHBP	4
MET	4
AGL	4
FKBPL	4
VPS33A	4
TTYH2	4
ANKIB1	4
FOXJ3	4
ANKRD35	4
CNGA2	4
ITLN1	4
C4orf33	4
GPR45	4
WHSC1L1	4
ATP2B3	4
DRD5	4
VIT	4
RASGEF1A	4
DSTYK	4
AHRR	4
SLC6A14	4
SLC2A1	4
S1PR4	4
IGSF11	4
USP16	4
OR51A4	4
TSC2	4
MOV10	4
ETS1	4
BLNK	4
DTX1	4
ALLC	4
IFT88	4
DDX41	4
SLC32A1	4
CAP1	4
BRF2	4
MEGF11	4
OR56A3	4
GPR112	4
ADAMTSL4	4
KLC1	4
ESRP2	4
PTGFRN	4
PTGS1	4
NCOA2	4
TRIM55	4
IL18RAP	4
ZBTB39	4
RBCK1	4
STX18	4
RPLP0	4
SHKBP1	4
CD248	4
EIF4B	4
STX17	4
FBXO25	4
BMS1	4
PTDSS1	4
KIAA0368	4
JAKMIP2	4
SERPINA7	4
BMP1	4
FERD3L	4
STK19	4
ELK3	4
CCNL2	4
FAM133A	4
CHRNB3	4
ST8SIA6	4
PIGQ	4
SLC16A13	4
KCNG1	4
TCOF1	4
TAS2R1	4
SLC25A42	4
POU6F2	4
WDR88	4
CELA3A	4
PDE2A	4
ASXL2	4
SESN2	4
EIF4ENIF1	4
NCAM1	4
SRPR	3
LRSAM1	3
BAZ2A	3
CYP2A13	3
LAIR2	3
ACTL6A	3
PPP2CB	3
C1GALT1	3
MDM2	3
GPR15	3
RTP2	3
SNW1	3
CELA2A	3
PGBD5	3
UBXN6	3
PTF1A	3
CD40LG	3
CCNE1	3
FKBP15	3
SLC44A1	3
OR1S2	3
MYO1H	3
HLTF	3
FDPS	3
SUSD2	3
ZNF273	3
CCDC30	3
EED	3
SLC3A2	3
SPAG7	3
ANGPTL2	3
RABGAP1	3
SWAP70	3
FOXJ2	3
DLGAP5	3
SDAD1	3
CCNG2	3
WDR77	3
CPA6	3
ADAL	3
MTNR1B	3
PRG2	3
EOMES	3
USP30	3
DEPDC4	3
DNAJC22	3
ATG2A	3
CD22	3
ATP6V1B1	3
DDX42	3
MAPRE2	3
ZNF782	3
CHSY3	3
CEP97	3
BLK	3
ZNF497	3
CR1L	3
DPYSL2	3
CAPN10	3
ABHD5	3
IRAK1	3
CTH	3
ARRDC2	3
CYP11B2	3
CDC123	3
GPLD1	3
KATNAL2	3
MSL1	3
TMEM71	3
ABR	3
ZNF625	3
KCNIP4	3
DIRAS1	3
RBM23	3
KLHL38	3
CELF6	3
DDX20	3
GCNT4	3
MEX3D	3
NR2F1	3
AATK	3
NCDN	3
LAG3	3
ARHGEF10L	3
CCDC57	3
NEURL2	3
NFATC3	3
C2orf68	3
OR2W1	3
ASPSCR1	3
GOLGA5	3
CDC14A	3
OR10R2	3
FCRLA	3
KRTAP5-11	3
SERPINB8	3
BID	3
TTLL12	3
GIMAP4	3
KCNC3	3
PIWIL1	3
TFRC	3
STXBP1	3
DCAF13	3
ATP6V1H	3
ZNF181	3
PRDM7	3
OR1S1	3
OASL	3
RPS6KA3	3
PPAT	3
PCDHB17	3
CRISP2	3
KCND1	3
MON1B	3
PRKRIP1	3
CHST1	3
CD80	3
CDK17	3
ACADSB	3
TGDS	3
HGFAC	3
GABBR1	3
ZNF160	3
HPX	3
CTU2	3
SH2D7	3
FASTKD1	3
RGMB	3
DNAH14	3
LCOR	3
GTF2H1	3
STOX2	3
CDC25B	3
GORAB	3
ATP1A1	3
PIK3R6	3
HMGCS1	3
OR11A1	3
OR10T2	3
CCDC155	3
MRO	3
PHOX2B	3
MAPK8IP1	3
TBX18	3
SPOCD1	3
BPI	3
PDE9A	3
PACRGL	3
HADHA	3
KCTD16	3
ZFAND3	3
IPO5	3
GPR26	3
PDE12	3
B4GALT5	3
C19orf40	3
RMND1	3
SEMA6A	3
ALOX12	3
ZNF426	3
LRRN2	3
ATP2B4	3
NEFH	3
ALDH1B1	3
KRTAP13-4	3
RPF2	3
PRCC	3
EEF1A2	3
SLC36A2	3
ILF3	3
ZNF813	3
C11orf87	3
TMEM161B	3
MIS12	3
POU3F3	3
NEO1	3
OR52B2	3
UBE2NL	3
SPANXN1	3
LONRF3	3
KCNC4	3
FAM3A	3
FAM188A	3
CCDC80	3
ST8SIA1	3
KRTAP13-3	3
SPRY3	3
DPF1	3
CADM3	3
SIM2	3
NAA16	3
WDR54	3
PSMC2	3
NR5A2	3
HOXD3	3
HSPB3	3
STAR	3
BDKRB2	3
LRRC43	3
ACOT12	3
LARP1B	3
INF2	3
SERPINB1	3
TRIM13	3
KNG1	3
INVS	3
SLC22A25	3
IQCB1	3
ADAM2	3
ABLIM2	3
DRAM2	3
SNAPC3	3
BCKDHB	3
HEXA	3
SRPRB	3
CLCA2	3
BCAS2	3
ZNF689	3
FAM78A	3
NECAB2	3
NVL	3
NAP1L1	3
CLDN16	3
RPS6KB1	3
SGSH	3
GANAB	3
PAK1	3
RABEP1	3
DCLK1	3
ATG4D	3
EHD2	3
GPAT2	3
MAGT1	3
PHF19	3
ZNF416	3
ATP6V1G3	3
ZNF287	3
TARSL2	3
UBQLNL	3
CA12	3
BIRC2	3
ALS2CR12	3
CYP4B1	3
CYP2D6	3
PRKCZ	3
PAK1IP1	3
PCBP4	3
HIST1H2BH	3
ATP1A4	3
UNK	3
INSM1	3
CREB3L2	3
GPR182	3
NLGN4Y	3
NPR1	3
ZNF559	3
PLA2G15	3
OR1G1	3
OCRL	3
MTRF1L	3
LRIG1	3
DDX51	3
APBB1	3
MFAP3	3
EXD3	3
ITGB1BP2	3
PCDHGA4	3
ZIM2	3
IFRD2	3
ZNF330	3
SLC19A2	3
ZFP90	3
RPAP2	3
SRGAP2	3
PRRG1	3
PGLYRP2	3
TCTE1	3
KCNV1	3
KIAA0408	3
ALDH9A1	3
SSTR2	3
STYK1	3
STX19	3
MLKL	3
LEPREL1	3
WDR1	3
ATF7	3
CLUAP1	3
CCDC138	3
ITFG3	3
MST1	3
GTF3C5	3
FAM174B	3
GGTLC1	3
FKBP8	3
ARNT2	3
ZDHHC12	3
PGK2	3
STX7	3
BTG3	3
BHLHB9	3
TRAF6	3
SP3	3
RNLS	3
C17orf102	3
NSUN6	3
SUCLG2	3
XPNPEP1	3
KIF4A	3
CSNK1E	3
SLC5A1	3
HIST1H4J	3
TNNI3K	3
RUFY1	3
DIRC2	3
MPZL3	3
SIAH1	3
GSK3B	3
GPR161	3
MPI	3
ZNF777	3
PEG10	3
DDN	3
C11orf35	3
TPK1	3
OSGIN2	3
FSTL1	3
TMED7-TICAM2	3
KPNB1	3
ADH5	3
C21orf33	3
ADAM23	3
CCT7	3
SKA3	3
ARHGAP18	3
SLC22A7	3
TSC22D1	3
FAM115A	3
NSUN2	3
FCHSD2	3
ALDOB	3
HNRNPR	3
PLSCR2	3
MARCO	3
RING1	3
CLEC16A	3
XIAP	3
CSF3R	3
GTF2F1	3
RFC4	3
OR10Q1	3
VIM	3
SLC5A10	3
RGS1	3
CNST	3
ABCC11	3
SHC3	3
GFPT2	3
TMEM176A	3
SH3TC2	3
SUPT5H	3
PSG4	3
ZSCAN22	3
TMEM184C	3
SSRP1	3
OR2A7	3
NTRK2	3
TMEM206	3
ENOPH1	3
DNAJC8	3
RFPL4B	3
ZNF570	3
WDR27	3
ZNF317	3
CXCL9	3
ESYT2	3
FTSJ3	3
DNAJC5B	3
TADA2B	3
LRRC40	3
FAM120C	3
ACVR1B	3
PRSS54	3
SLC17A8	3
STIL	3
ZC3H11A	3
PRL	3
SLC28A2	3
BCOR	3
COL5A1	3
RSPO2	3
KIF22	3
FOLR1	3
SPIRE1	3
LCA5L	3
R3HDM2	3
PDE6A	3
E2F8	3
RTL1	3
TSPAN8	3
PLBD1	3
ST3GAL3	3
SALL2	3
NDNL2	3
ANGPT2	3
TRERF1	3
WDR24	3
HIST1H2BN	3
OR2K2	3
MRC2	3
LZTR1	3
CSPG5	3
TAF6	3
CDK11A	3
SNX8	3
F2RL3	3
PLOD3	3
CPA2	3
CDH5	3
LRCH3	3
TBKBP1	3
SLC9A6	3
SLC6A12	3
LPCAT2	3
ELTD1	3
RNF175	3
FGF1	3
TH	3
PAK3	3
COL20A1	3
LTBP3	3
OR4D2	3
NISCH	3
CCDC64	3
QTRT1	3
TNPO3	3
CSHL1	3
SERGEF	3
CCNT2	3
LYSMD4	3
GALR1	3
SLC2A4	3
NOSIP	3
SMPDL3B	3
GLTPD1	3
RCOR1	3
ZNF467	3
C9orf41	3
BZRAP1	3
GOLGA1	3
OGDH	3
DGCR2	3
SEC23A	3
TAP2	3
MUS81	3
TLR5	3
TMEM63A	3
CXXC4	3
MCCC2	3
TRIM69	3
VPS35	3
TFDP1	3
FBXO33	3
PDE3B	3
ERCC3	3
KRTAP10-6	3
HNRNPK	3
HSP90AA1	3
PDE4C	3
SLC38A5	3
HCRTR1	3
RTP3	3
PVR	3
PDCD2L	3
EEFSEC	3
GLRA4	3
NPY	3
HTRA2	3
B3GALTL	3
ZNF124	3
ITGA1	3
ZNF786	3
SLC45A4	3
EFHC1	3
PDGFD	3
PAPD5	3
CEACAM1	3
CHSY1	3
CCDC125	3
C19orf18	3
C16orf72	3
CTGF	3
C1orf177	3
MANEA	3
HAUS8	3
KIF11	3
ZNF555	3
CXorf40A	3
SCD5	3
AADAT	3
SLC15A4	3
NUDT19	3
PIGO	3
MAGEB16	3
COBL	3
ZBTB46	3
PSG7	3
MAGEF1	3
TMEM63C	3
EXO1	3
POLQ	3
UBA52	3
IL27RA	3
ATP11A	3
RFC2	3
ZNF37A	3
ZFP36	3
SLC6A4	3
HIST1H2AK	3
ERCC4	3
ADCK4	3
SHANK3	3
NID2	3
TTYH3	3
POLDIP3	3
MATN4	3
COL4A3BP	3
ZNF670	3
C2CD2	3
PRSS45	3
OR5M11	3
C11orf53	3
RFPL3	3
CATSPERG	3
HAPLN4	3
KCNJ4	3
CCDC147	3
GPM6A	3
FAM46C	3
FAM111A	3
TAF3	3
S1PR1	3
LHX1	3
CHCHD4	3
GP6	3
TFDP3	3
FOXN2	3
EXOC3	3
TBX22	3
CACNG6	3
KIAA0247	3
LIN54	3
CCL23	3
DAAM1	3
SRCRB4D	3
COL4A6	3
CORIN	3
KPNA3	3
RAD51C	3
FRZB	3
PPP2R1B	3
NCAM2	3
PELP1	3
TSPAN19	3
ANGPTL6	3
ADAMTS8	3
TRIM24	3
TM9SF4	3
AP4M1	3
RNF113B	3
KCNS2	3
OPN5	3
OR13A1	3
SPAG16	3
IL18R1	3
ILK	3
BTBD2	3
SMARCD3	3
IFLTD1	3
IL5RA	3
HSDL1	3
MTL5	3
VARS	3
C21orf91	3
MAP2K5	3
MTRR	3
EXT2	3
OR52E2	3
LIMK1	3
RNF39	3
FAM84B	3
MANEAL	3
DDX55	3
CADM4	3
AKT2	3
SLC2A12	3
PLEKHM3	3
KRTAP5-2	3
ZCCHC13	3
RBM18	3
WT1	3
SNCAIP	3
ZNF215	3
LILRA5	3
FRMD1	3
POU4F3	3
MRGPRX1	3
EEPD1	3
ZNF354A	3
RHCE	3
DIS3L	3
PPP2R3B	3
FUT10	3
NAGS	3
ADAMDEC1	3
