Top_N,Precision,Recall,F1_Score
1,1.0,0.005681818181818182,0.01129943502824859
2,1.0,0.011363636363636364,0.02247191011235955
3,1.0,0.017045454545454544,0.0335195530726257
4,1.0,0.022727272727272728,0.044444444444444446
5,1.0,0.028409090909090908,0.05524861878453039
6,0.8333333333333334,0.028409090909090908,0.05494505494505494
7,0.8571428571428571,0.03409090909090909,0.06557377049180327
8,0.75,0.03409090909090909,0.06521739130434782
9,0.6666666666666666,0.03409090909090909,0.06486486486486487
10,0.7,0.03977272727272727,0.07526881720430108
11,0.7272727272727273,0.045454545454545456,0.08556149732620322
12,0.6666666666666666,0.045454545454545456,0.08510638297872342
13,0.6923076923076923,0.05113636363636364,0.09523809523809525
14,0.6428571428571429,0.05113636363636364,0.09473684210526317
15,0.6666666666666666,0.056818181818181816,0.10471204188481675
16,0.6875,0.0625,0.11458333333333333
17,0.6470588235294118,0.0625,0.11398963730569948
18,0.6111111111111112,0.0625,0.1134020618556701
19,0.5789473684210527,0.0625,0.11282051282051282
20,0.55,0.0625,0.11224489795918367
21,0.5714285714285714,0.06818181818181818,0.12182741116751268
22,0.5454545454545454,0.06818181818181818,0.12121212121212122
23,0.5652173913043478,0.07386363636363637,0.1306532663316583
24,0.5416666666666666,0.07386363636363637,0.13
25,0.52,0.07386363636363637,0.1293532338308458
26,0.5,0.07386363636363637,0.12871287128712872
27,0.48148148148148145,0.07386363636363637,0.12807881773399013
28,0.4642857142857143,0.07386363636363637,0.12745098039215688
29,0.4482758620689655,0.07386363636363637,0.12682926829268293
30,0.43333333333333335,0.07386363636363637,0.12621359223300974
31,0.45161290322580644,0.07954545454545454,0.13526570048309178
32,0.4375,0.07954545454545454,0.13461538461538458
33,0.42424242424242425,0.07954545454545454,0.1339712918660287
34,0.4117647058823529,0.07954545454545454,0.13333333333333333
35,0.4,0.07954545454545454,0.13270142180094788
36,0.4166666666666667,0.08522727272727272,0.14150943396226412
37,0.40540540540540543,0.08522727272727272,0.1408450704225352
38,0.39473684210526316,0.08522727272727272,0.14018691588785046
39,0.38461538461538464,0.08522727272727272,0.13953488372093023
40,0.375,0.08522727272727272,0.1388888888888889
41,0.36585365853658536,0.08522727272727272,0.13824884792626727
42,0.38095238095238093,0.09090909090909091,0.14678899082568808
43,0.37209302325581395,0.09090909090909091,0.1461187214611872
44,0.38636363636363635,0.09659090909090909,0.15454545454545454
45,0.4,0.10227272727272728,0.16289592760180996
46,0.391304347826087,0.10227272727272728,0.16216216216216217
47,0.3829787234042553,0.10227272727272728,0.16143497757847533
48,0.375,0.10227272727272728,0.1607142857142857
49,0.3673469387755102,0.10227272727272728,0.16
50,0.36,0.10227272727272728,0.1592920353982301
51,0.35294117647058826,0.10227272727272728,0.15859030837004406
52,0.34615384615384615,0.10227272727272728,0.15789473684210525
53,0.3584905660377358,0.10795454545454546,0.16593886462882093
54,0.37037037037037035,0.11363636363636363,0.17391304347826086
55,0.38181818181818183,0.11931818181818182,0.18181818181818182
56,0.39285714285714285,0.125,0.18965517241379312
57,0.38596491228070173,0.125,0.18884120171673818
58,0.3793103448275862,0.125,0.18803418803418803
59,0.3898305084745763,0.13068181818181818,0.1957446808510638
60,0.38333333333333336,0.13068181818181818,0.19491525423728812
61,0.3770491803278688,0.13068181818181818,0.19409282700421943
62,0.3870967741935484,0.13636363636363635,0.20168067226890754
63,0.38095238095238093,0.13636363636363635,0.200836820083682
64,0.375,0.13636363636363635,0.19999999999999998
65,0.36923076923076925,0.13636363636363635,0.1991701244813278
66,0.36363636363636365,0.13636363636363635,0.1983471074380165
67,0.373134328358209,0.14204545454545456,0.20576131687242802
68,0.38235294117647056,0.14772727272727273,0.21311475409836067
69,0.37681159420289856,0.14772727272727273,0.2122448979591837
70,0.37142857142857144,0.14772727272727273,0.21138211382113822
71,0.36619718309859156,0.14772727272727273,0.2105263157894737
72,0.3611111111111111,0.14772727272727273,0.20967741935483872
73,0.3561643835616438,0.14772727272727273,0.20883534136546186
