Top_N,Precision,Recall,F1_Score
1,1.0,0.008620689655172414,0.017094017094017096
2,0.5,0.008620689655172414,0.01694915254237288
3,0.6666666666666666,0.017241379310344827,0.03361344537815126
4,0.75,0.02586206896551724,0.05
5,0.6,0.02586206896551724,0.049586776859504134
6,0.6666666666666666,0.034482758620689655,0.06557377049180328
7,0.7142857142857143,0.04310344827586207,0.0813008130081301
8,0.625,0.04310344827586207,0.08064516129032258
9,0.6666666666666666,0.05172413793103448,0.096
10,0.6,0.05172413793103448,0.09523809523809525
11,0.5454545454545454,0.05172413793103448,0.09448818897637795
12,0.5,0.05172413793103448,0.09375
13,0.46153846153846156,0.05172413793103448,0.09302325581395349
14,0.42857142857142855,0.05172413793103448,0.0923076923076923
15,0.4,0.05172413793103448,0.0916030534351145
16,0.375,0.05172413793103448,0.09090909090909091
17,0.35294117647058826,0.05172413793103448,0.09022556390977443
18,0.3333333333333333,0.05172413793103448,0.08955223880597016
19,0.3684210526315789,0.0603448275862069,0.1037037037037037
20,0.35,0.0603448275862069,0.10294117647058824
21,0.3333333333333333,0.0603448275862069,0.10218978102189781
22,0.3181818181818182,0.0603448275862069,0.10144927536231883
23,0.34782608695652173,0.06896551724137931,0.11510791366906474
24,0.375,0.07758620689655173,0.1285714285714286
25,0.4,0.08620689655172414,0.14184397163120568
26,0.4230769230769231,0.09482758620689655,0.15492957746478872
27,0.4074074074074074,0.09482758620689655,0.15384615384615385
28,0.39285714285714285,0.09482758620689655,0.15277777777777776
29,0.41379310344827586,0.10344827586206896,0.16551724137931034
30,0.4,0.10344827586206896,0.1643835616438356
31,0.3870967741935484,0.10344827586206896,0.163265306122449
32,0.375,0.10344827586206896,0.16216216216216217
33,0.36363636363636365,0.10344827586206896,0.16107382550335572
34,0.35294117647058826,0.10344827586206896,0.16
35,0.34285714285714286,0.10344827586206896,0.15894039735099338
36,0.3333333333333333,0.10344827586206896,0.15789473684210528
37,0.35135135135135137,0.11206896551724138,0.16993464052287582
38,0.34210526315789475,0.11206896551724138,0.16883116883116883
39,0.3333333333333333,0.11206896551724138,0.16774193548387095
40,0.35,0.1206896551724138,0.1794871794871795
41,0.34146341463414637,0.1206896551724138,0.178343949044586
42,0.3333333333333333,0.1206896551724138,0.17721518987341772
43,0.32558139534883723,0.1206896551724138,0.17610062893081763
44,0.3181818181818182,0.1206896551724138,0.175
45,0.3111111111111111,0.1206896551724138,0.17391304347826086
46,0.30434782608695654,0.1206896551724138,0.1728395061728395
47,0.3191489361702128,0.12931034482758622,0.18404907975460125
48,0.3125,0.12931034482758622,0.1829268292682927
49,0.30612244897959184,0.12931034482758622,0.18181818181818185
50,0.32,0.13793103448275862,0.1927710843373494
51,0.3137254901960784,0.13793103448275862,0.19161676646706588
52,0.3076923076923077,0.13793103448275862,0.1904761904761905
53,0.3018867924528302,0.13793103448275862,0.1893491124260355
54,0.2962962962962963,0.13793103448275862,0.18823529411764706
55,0.2909090909090909,0.13793103448275862,0.1871345029239766
56,0.2857142857142857,0.13793103448275862,0.18604651162790697
57,0.2982456140350877,0.14655172413793102,0.19653179190751446
58,0.29310344827586204,0.14655172413793102,0.1954022988505747
59,0.288135593220339,0.14655172413793102,0.19428571428571428
60,0.2833333333333333,0.14655172413793102,0.19318181818181815
61,0.2786885245901639,0.14655172413793102,0.19209039548022597
62,0.27419354838709675,0.14655172413793102,0.19101123595505615
63,0.2698412698412698,0.14655172413793102,0.18994413407821228
64,0.265625,0.14655172413793102,0.18888888888888886
65,0.27692307692307694,0.15517241379310345,0.1988950276243094
66,0.2727272727272727,0.15517241379310345,0.19780219780219782
67,0.26865671641791045,0.15517241379310345,0.19672131147540986
68,0.2647058823529412,0.15517241379310345,0.1956521739130435
69,0.2753623188405797,0.16379310344827586,0.20540540540540542
70,0.2714285714285714,0.16379310344827586,0.2043010752688172
71,0.2676056338028169,0.16379310344827586,0.20320855614973263
72,0.2777777777777778,0.1724137931034483,0.21276595744680854
73,0.273972602739726,0.1724137931034483,0.21164021164021163
74,0.2702702702702703,0.1724137931034483,0.2105263157894737
75,0.26666666666666666,0.1724137931034483,0.2094240837696335
76,0.2631578947368421,0.1724137931034483,0.20833333333333334
77,0.2727272727272727,0.1810344827586207,0.21761658031088082
78,0.28205128205128205,0.1896551724137931,0.2268041237113402
79,0.27848101265822783,0.1896551724137931,0.22564102564102562
80,0.275,0.1896551724137931,0.22448979591836735
81,0.2839506172839506,0.19827586206896552,0.233502538071066
82,0.2804878048780488,0.19827586206896552,0.23232323232323235
83,0.27710843373493976,0.19827586206896552,0.23115577889447236
84,0.27380952380952384,0.19827586206896552,0.23000000000000004
85,0.27058823529411763,0.19827586206896552,0.2288557213930348
86,0.26744186046511625,0.19827586206896552,0.22772277227722773
87,0.26436781609195403,0.19827586206896552,0.2266009852216749
88,0.26136363636363635,0.19827586206896552,0.22549019607843138
89,0.25842696629213485,0.19827586206896552,0.22439024390243906
90,0.25555555555555554,0.19827586206896552,0.22330097087378642
91,0.25274725274725274,0.19827586206896552,0.22222222222222224
92,0.25,0.19827586206896552,0.22115384615384615
93,0.24731182795698925,0.19827586206896552,0.22009569377990432
94,0.24468085106382978,0.19827586206896552,0.21904761904761905
95,0.24210526315789474,0.19827586206896552,0.2180094786729858
96,0.23958333333333334,0.19827586206896552,0.21698113207547168
97,0.23711340206185566,0.19827586206896552,0.21596244131455397
98,0.23469387755102042,0.19827586206896552,0.21495327102803738
99,0.23232323232323232,0.19827586206896552,0.21395348837209302
100,0.24,0.20689655172413793,0.22222222222222224
